Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);Time to calculate distance (ms);Time to get metrics (ms);
parallelj.ecore;15;2;18;17;8;3;2;9.6;2.6666667;15.666667;0.72527474;36.0;47490;488;45987;
xwt09_updating.ecore;;;;;;;;;;;;;6009425;5682751;48807;
rentalSample.ecore;5;8;8;13;20;1;2;8.8;1.25;24.25;0.19512194;22.0;52760;639;51004;
eclectic.frontend.ecore;166;4;165;170;69;6;4;82.8;3.0969696;45.09697;0.6712517;348.0;446683;396512;47185;
PF31.ecore;20;0;10;20;96;0;2;25.6;1.0;21.0;0.0;14.333333;64674;16610;44050;
mongodb.ecore;;;;;;;;;;;;;-1;0;0;
mediator.ecore;89;0;79;89;153;2;3;65.2;2.0253165;8.025316;0.14788732;198.0;545806;322676;42224;
lims.ecore;3;12;7;15;7;0;1;6.0;1.0;34.0;0.0;28.0;47542;333;41806;
sculptormetamodel.ecore;27;22;32;49;80;4;2;33.4;2.90625;80.90625;0.7088036;115.0;59761;16419;42325;
org.eclipse.wst.ws.internal.model.v10.registry.ecore;7;0;4;7;8;0;1;4.0;1.0;2.0;0.0;5.0;50276;230;42564;
com.ibm.commerce.payment.datatypes.ecore;117;0;41;117;28;1;2;37.8;1.4390244;3.4390244;0.0;157.0;63819;0;43505;
chess.ecore;0;6;3;6;6;0;0;3.0;1.0;17.0;0.0;0.6031746;49328;229;43372;
sequence_diagram.ecore;;;;;;;;;;;;;52787;484;43912;
BusinessDomainDsl.ecore;3;16;21;19;33;3;1;15.4;2.6666667;47.666668;0.6708861;43.0;52654;1569;44804;
OperA.ecore;104;0;62;104;32;4;6;41.6;2.1290324;79.129036;0.23163842;74.666664;89980;35607;43428;
XBNF.ecore;10;6;24;16;12;3;4;11.8;2.125;24.125;0.7083333;24.0;60796;598;41959;
PIM.ecore;;;;;;;;;;;;;-1;0;0;
rom.ecore;5;10;5;15;28;1;1;10.0;1.2;25.2;0.18867925;43.0;63179;4865;41672;
OPF31.ecore;18;0;18;18;89;1;1;25.4;1.1666666;19.166666;0.0;Infinity;156678;44165;44868;
Synthesis.ecore;;;;;;;;;;;;;-1;0;0;
frontend.core.ecore;49;2;60;51;31;6;3;30.2;2.8666666;18.866667;0.5920398;98.0;74280;11449;50913;
carnot.ecore;92;114;91;206;133;7;3;88.0;4.252747;354.25275;0.6898445;487.0;254504;0;48832;
org.eclipse.wst.ws.internal.model.v10.rtindex.ecore;9;0;4;9;5;0;1;3.8;1.0;2.0;0.0;11.0;71666;442;42070;
metaCompo.ecore;;;;;;;;;;;;;-1;0;0;
org.eclipse.component.ecore;13;0;7;13;14;0;1;7.0;1.0;3.0;0.0;12.0;49400;414;42241;
frontend.mappings.ecore;35;2;46;37;23;4;2;22.4;2.3695652;14.369565;0.11764706;81.0;53227;3858;42589;
XMA_GUIDesigner.ecore;;;;;;;;;;;;;630357;572584;45229;
bpmn20_ttc.ecore;;;;;;;;;;;;;1741735;1677385;48718;
iolist.ecore;22;2;23;24;86;2;2;27.4;1.5652174;8.565218;0.6820809;57.0;91713;12914;48727;
toolpalette.ecore;2;0;2;2;9;0;1;2.8;1.0;1.0;0.0;1.0;48194;202;44386;
pom.ecore;55;0;39;55;137;1;2;46.8;1.0256411;24.02564;0.04;126.0;686558;78807;44447;
m2mproject.ecore;7;20;17;27;21;2;2;13.8;1.9411764;58.941177;0.5714286;56.0;47354;1013;42590;
EXPRESSb.ecore;;;;;;;;;;;;;-1;0;0;
search.ecore;4;0;6;4;18;1;2;6.2;1.1666666;2.1666665;0.3125;2.0;53747;330;43021;
gcomponent.ecore;33;0;39;33;16;4;2;18.8;2.102564;11.102564;0.4431818;66.0;45933;2254;43308;
componentCore.ecore;7;0;6;7;18;0;2;6.6;1.0;7.0;0.0;17.0;143550;357;43367;
OWL.ecore;;;;;;;;;;;;;-1;0;0;
doctrine.ecore;36;6;58;42;41;3;4;29.6;1.9482758;26.948277;0.24545455;92.0;59386;10093;48015;
mind.ecore;19;22;45;41;38;5;4;26.6;2.511111;59.511112;0.70411986;91.0;53217;5785;43305;
glucose.ecore;5;2;6;7;35;1;2;10.2;1.5;9.5;0.34375;15.0;110887;957;43818;
ptnetLoLA.ecore;9;4;15;13;15;2;1;9.2;1.8666667;14.866667;0.5555556;27.0;47130;443;42979;
SVG.ecore;2;0;85;2;400;10;1;99.6;5.0588236;5.0588236;0.89525795;4.0;3376682;2533266;45835;
banner.ecore;1;0;3;1;6;1;1;2.4;1.3333334;1.3333334;0.125;0.5;50783;185;43684;
fxg.ecore;37;0;52;37;269;4;3;73.0;2.5576923;3.5576923;0.19685039;82.0;713509;547835;44645;
com.ibm.commerce.member.datatypes.ecore;31;0;9;31;33;1;2;15.2;1.2222222;3.2222223;0.0;51.0;64470;0;46839;
activityDiagram.ecore;;;;;;;;;;;;;-1;0;0;
ATL.ecore;;;;;;;;;;;;;-1;0;0;
modellog.ecore;13;0;28;13;27;3;2;14.6;2.7857144;2.7857144;0.5652174;31.0;64044;1208;46466;
swml.ecore;9;0;11;9;11;2;2;7.0;1.5454545;4.5454545;0.375;16.0;52450;327;47866;
com.ibm.commerce.foundation.datatypes.ecore;59;0;32;59;56;1;3;30.2;1.0625;3.0625;0.049586777;25.0;70059;11222;46214;
interfaces.ecore;;;;;;;;;;;;;-1;0;0;
