Filename;Unidirectional refs;Opposite refs;Number of metaclasses;Number of references;Number of attributes;DIT;HAgg;Maintainability;Understantability;Complexity;Reuse of the metamodel;Relaxation index of the metamodel;Time (ms);Time to calculate distance (ms);Time to get metrics (ms);
openome_model.ecore;;;;;;;;;;;;;-1;0;0;
ATLMLM.ecore;;;;;;;;;;;;;-1;0;0;
imgpro.ecore;8;0;26;8;31;1;2;13.6;1.7692307;3.7692308;0.78918916;18.0;21599;1283;19906;
ICM.ecore;9;4;17;13;32;2;2;13.2;1.7647059;15.764706;0.42307693;32.0;23748;1083;20071;
ServiceDsl.ecore;6;8;9;14;6;2;2;6.6;2.2222223;27.222221;0.52380955;31.0;20779;301;20058;
aggregator_1.0.0.ecore;;;;;;;;;;;;;88929;65944;21582;
eclipsecon.ecore;11;0;9;11;10;1;4;7.0;1.1111112;5.111111;0.045454547;4.179487;10119;296;9462;
backbone.ecore;9;8;11;17;3;1;4;7.2;1.8181819;25.818182;0.31034482;35.0;16080;344;15169;
XBNFwithCardinality.ecore;1;0;6;1;0;2;1;2.0;2.8333333;2.8333333;0.8333333;NaN;21136;241;20245;
bpmn20.ecore;181;32;137;213;102;6;7;93.0;3.5401459;184.54015;0.77754235;227.66667;612615;0;24044;
org.eclipse.wst.ws.internal.model.v10.uddiregistry.ecore;5;0;3;5;8;1;2;3.8;1.3333334;1.3333334;0.0;4.0;22915;388;20474;
plsql.ecore;64;0;66;64;34;3;3;34.0;2.530303;9.530303;0.15517241;149.0;37889;15956;20923;
nbs.ecore;4;0;14;4;14;3;1;7.2;2.5;2.5;0.6666667;2.0;23217;331;20655;
esx.ecore;28;0;38;28;174;6;2;49.6;1.7631578;2.7631578;0.41449276;1.5007875;168993;138639;21622;
Screens.ecore;6;2;13;8;15;1;1;7.6;1.6923077;9.692307;0.5660377;14.0;24092;403;20958;
diagramrt.ecore;;;;;;;;;;;;;-1;0;0;
taskmodel.ecore;45;0;26;45;39;3;2;23.0;2.3461537;16.346153;0.7031802;110.0;26802;4150;21172;
mulemodel.ecore;25;0;24;25;19;1;3;14.4;1.5416666;9.541667;0.41333333;62.0;22463;1115;21093;
primer.ecore;;;;;;;;;;;;;-1;0;0;
opm.ecore;0;8;22;8;15;5;0;10.0;3.6363637;25.636364;0.87222224;19.0;22402;513;20997;
pannotation.ecore;10;0;38;10;90;1;1;28.0;1.9736842;2.9736843;0.270073;24.0;38028;15863;21225;
FacesConfig.ecore;293;0;123;293;183;1;2;120.4;1.1219512;12.121951;0.08637236;370.0;1447855;1412242;28616;
Leveleditor.ecore;36;0;22;36;116;2;4;36.0;1.5454545;21.545454;0.3821138;79.0;57679;34034;21926;
complet.ecore;8;8;13;16;19;1;4;10.6;1.2307693;27.23077;0.20454545;42.0;22886;644;21706;
aggregator_0.9.0.ecore;;;;;;;;;;;;;83932;58819;22903;
org.eclipse.wst.ws.internal.model.v10.taxonomy.ecore;8;0;4;8;10;0;1;4.6;1.0;1.0;0.0;10.0;26080;284;21713;
car.ecore;2;0;10;2;0;1;1;2.8;1.7;1.7;0.0;1.5;27640;174;21748;
Flow.ecore;;;;;;;;;;;;;-1;0;0;
directory.ecore;17;0;14;17;33;2;2;13.6;1.3571428;6.357143;0.2647059;39.0;24052;1020;22660;
FoundationModel.ecore;40;0;36;40;78;2;6;32.4;1.25;28.25;0.27160493;84.0;44609;14219;22227;
RandL.ecore;28;28;15;56;37;1;3;22.4;1.1333333;97.13333;0.114285715;135.0;36431;5427;22994;
IMS_Data_CLI.ecore;;;;;;;;;;;;;22200;202;21816;
spreadsheet.ecore;;;;;;;;;;;;;-1;0;0;
order.ecore;0;0;2;0;2;0;0;0.8;1.0;1.0;0.0;NaN;22970;143;21770;
crosswalk.ecore;11;10;35;21;62;4;3;25.0;2.3428571;31.342857;0.36641222;43.0;30572;6451;22225;
COOPNMetaModel.ecore;75;172;96;247;60;2;3;81.6;1.1979166;489.1979;0.16120219;220.33333;748268;490306;25047;
modified_spreadsheet.ecore;;;;;;;;;;;;;-1;0;0;
parallelj.ecore;15;2;18;17;8;3;2;9.6;2.6666667;15.666667;0.72527474;36.0;27314;453;22179;
xwt09_updating.ecore;;;;;;;;;;;;;4406168;3895878;27249;
rentalSample.ecore;5;8;8;13;20;1;2;8.8;1.25;24.25;0.19512194;22.0;25071;441;22647;
eclectic.frontend.ecore;166;4;165;170;68;6;4;82.6;3.0969696;45.09697;0.6721763;348.0;474394;447803;24781;
PF31.ecore;20;0;10;20;96;0;2;25.6;1.0;21.0;0.0;14.333333;47372;15159;22329;
mongodb.ecore;;;;;;;;;;;;;-1;0;0;
mediator.ecore;89;0;79;89;150;2;3;64.6;2.0253165;8.025316;0.14946619;198.0;576067;367048;23209;
lims.ecore;3;12;7;15;7;0;1;6.0;1.0;34.0;0.0;28.0;28216;305;22518;
sculptormetamodel.ecore;27;22;32;49;80;4;2;33.4;2.90625;80.90625;0.7088036;115.0;41834;14613;22783;
org.eclipse.wst.ws.internal.model.v10.registry.ecore;6;0;4;6;8;0;1;3.8;1.0;1.0;0.0;2.0;40269;223;22603;
com.ibm.commerce.payment.datatypes.ecore;116;0;41;116;28;1;2;37.6;1.4390244;1.4390244;0.0;153.0;63748;0;23856;
chess.ecore;0;6;3;6;6;0;0;3.0;1.0;17.0;0.0;0.6031746;66111;188;22664;
sequence_diagram.ecore;;;;;;;;;;;;;23797;433;23082;
BusinessDomainDsl.ecore;3;16;21;19;33;3;1;15.4;2.6666667;47.666668;0.6708861;43.0;32702;1358;23202;
OperA.ecore;104;0;62;104;32;4;6;41.6;2.1290324;79.129036;0.23163842;74.666664;64873;35347;23910;
XBNF.ecore;8;6;24;14;12;3;4;11.4;2.125;22.125;0.7234042;20.0;83276;587;23415;
PIM.ecore;;;;;;;;;;;;;-1;0;0;
rom.ecore;4;10;5;14;28;1;1;9.8;1.2;24.2;0.1923077;40.0;50094;5006;23289;
OPF31.ecore;18;0;18;18;90;1;1;25.6;1.1666666;19.166666;0.0;Infinity;74245;44386;23464;
Synthesis.ecore;;;;;;;;;;;;;-1;0;0;
frontend.core.ecore;49;2;60;51;31;6;3;30.2;2.8666666;18.866667;0.5920398;98.0;42935;9265;23985;
carnot.ecore;92;114;91;206;133;7;3;88.0;4.252747;354.25275;0.6898445;487.0;280942;0;29704;
org.eclipse.wst.ws.internal.model.v10.rtindex.ecore;7;0;4;7;5;0;1;3.4;1.0;1.0;0.0;4.5;59576;407;23523;
metaCompo.ecore;;;;;;;;;;;;;-1;0;0;
org.eclipse.component.ecore;12;0;7;12;14;0;1;6.8;1.0;1.0;0.0;8.0;56906;390;24077;
frontend.mappings.ecore;35;2;46;37;23;4;2;22.4;2.3695652;14.369565;0.11764706;81.0;28534;3770;24328;
XMA_GUIDesigner.ecore;;;;;;;;;;;;;715155;675661;26695;
bpmn20_ttc.ecore;;;;;;;;;;;;;1858130;1823665;29128;
iolist.ecore;22;2;23;24;86;2;2;27.4;1.5652174;8.565218;0.6820809;57.0;41957;12468;24912;
toolpalette.ecore;2;0;2;2;9;0;1;2.8;1.0;1.0;0.0;1.0;28338;195;24614;
pom.ecore;51;0;39;51;137;1;3;46.2;1.0256411;15.025641;0.030927835;109.0;620783;66404;25128;
m2mproject.ecore;7;20;17;27;21;2;2;13.8;1.9411764;58.941177;0.5714286;56.0;29425;1010;24722;
EXPRESSb.ecore;;;;;;;;;;;;;-1;0;0;
search.ecore;4;0;6;4;18;1;2;6.2;1.1666666;2.1666665;0.3125;2.0;32180;323;24893;
gcomponent.ecore;33;0;39;33;16;4;2;18.8;2.102564;11.102564;0.4431818;66.0;30938;2169;25122;
componentCore.ecore;6;0;6;6;18;0;3;6.6;1.0;5.0;0.0;13.0;121055;349;24816;
OWL.ecore;;;;;;;;;;;;;-1;0;0;
doctrine.ecore;36;6;58;42;41;3;4;29.6;1.9482758;26.948277;0.24545455;92.0;35579;8853;25597;
mind.ecore;19;22;45;41;38;5;4;26.6;2.511111;59.511112;0.70411986;91.0;38830;5734;25672;
glucose.ecore;5;2;6;7;36;1;2;10.4;1.5;9.5;0.35820895;15.0;83540;938;25421;
ptnetLoLA.ecore;9;4;15;13;15;2;1;9.2;1.8666667;14.866667;0.5555556;27.0;35808;441;25021;
SVG.ecore;2;0;85;2;399;10;1;99.4;5.0588236;5.0588236;0.8941394;4.0;2457064;1683466;26953;
banner.ecore;1;0;3;1;6;1;1;2.4;1.3333334;1.3333334;0.125;0.5;30293;169;26504;
fxg.ecore;37;0;52;37;269;4;3;73.0;2.5576923;3.5576923;0.19685039;82.0;817187;698649;25688;
com.ibm.commerce.member.datatypes.ecore;30;0;9;30;33;1;2;15.0;1.2222222;1.2222222;0.0;47.0;74294;0;25496;
activityDiagram.ecore;;;;;;;;;;;;;-1;0;0;
ATL.ecore;;;;;;;;;;;;;-1;0;0;
modellog.ecore;13;0;28;13;27;3;2;14.6;2.7857144;2.7857144;0.5652174;31.0;34678;1154;25746;
swml.ecore;9;0;11;9;11;2;2;7.0;1.5454545;4.5454545;0.375;16.0;44702;298;25830;
com.ibm.commerce.foundation.datatypes.ecore;58;0;32;58;56;1;3;30.0;1.0625;1.0625;0.05;21.0;59888;10793;26007;
interfaces.ecore;;;;;;;;;;;;;-1;0;0;
